Title,URL,Description,Level,Status,Review,Tags,Slugs
IBM Data Analytics with Excel and R,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,"IBM Data Analytics with Excel and R Professional Certificate by IBM, by 4.7 stars, by 21K reviews, provide skills Data Analysis, R Programming, Computer Programming etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Data Analysis, R Programming, Computer Programming, Data Visualization, Data Management, Statistical Programming, Databases, Exploratory Data Analysis, Plot (Graphics), Data Analysis Software, Data Structures, Statistical Analysis, Statistical Visualization, Basic Descriptive Statistics, Microsoft Excel, SQL, General Statistics, Interactive Data Visualization, Database Application, Extract, Transform, Load, Visualization (Computer Graphics), Spreadsheet Software, Database Design, Database Theory, Programming Principles, Database Administration, Computer Programming Tools, Correlation And Dependence, Data Mining, Data Visualization Software, Visual Design, Business Analysis, Statistical Tests, Python Programming, Data Science, NoSQL",ibm data analytics with excel and r data analysis r programming computer programming data visualization data management statistical programming databases exploratory data analysis plot (graphics) data analysis software data structures statistical analysis statistical visualization basic descriptive statistics microsoft excel sql general statistics interactive data visualization database application extract transform load visualization (computer graphics) spreadsheet software database design database theory programming principles database administration computer programming tools correlation and dependence data mining data visualization software visual design business analysis statistical tests python programming data science nosql beginner
IBM AI Foundations for Business,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,"IBM AI Foundations for Business Specialization by IBM, IBM , by 4.7 stars, by 79K reviews, provide skills Machine Learning, Data Analysis, Applied Machine Learning etc... Beginner level 1 - 3 Months",Beginner,Paid,4.7,"Machine Learning, Data Analysis, Applied Machine Learning, Data Management, Leadership and Management, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Machine Learning Software, Business Process Management, Data Architecture, Strategy and Operations, Critical Thinking, Business Analysis, Business Transformation, Strategy, Big Data, Innovation, Data Mining, Data Science, Regression, Writing",ibm ai foundations for business machine learning data analysis applied machine learning data management leadership and management machine learning algorithms algorithms artificial neural networks computer vision deep learning human learning machine learning software business process management data architecture strategy and operations critical thinking business analysis business transformation strategy big data innovation data mining data science regression writing beginner
Data Analysis and Visualization Foundations,https://www.coursera.org/specializations/data-analysis-visualization-foundations,"Data Analysis and Visualization Foundations Specialization by IBM, by 4.7 stars, by 20K reviews, provide skills Microsoft Excel, Data Visualization, Spreadsheet Software etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Plot (Graphics), Business Analysis, Data Management, Data Structures, Databases, Python Programming, SQL, Statistical Visualization, Data Mining, Data Science, Interactive Data Visualization, NoSQL, R Programming, Data Visualization Software",data analysis and visualization foundations microsoft excel data visualization spreadsheet software data analysis plot (graphics) business analysis data management data structures databases python programming sql statistical visualization data mining data science interactive data visualization nosql r programming data visualization software beginner
Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals,"Applied Software Engineering Fundamentals Specialization by IBM, by 4.6 stars, by 37K reviews, provide skills Python Programming, Computer Programming, Software Engineering etc... Beginner level 3 - 6 Months",Beginner,Paid,4.6,"Python Programming, Computer Programming, Software Engineering, Application Development, Programming Principles, Software Architecture, Software Engineering Tools, Agile Software Development, Communication, Product Management, Technical Product Management, Collaboration, Leadership and Management, Linux, Data Analysis, Mergers & Acquisitions",applied software engineering fundamentals python programming computer programming software engineering application development programming principles software architecture software engineering tools agile software development communication product management technical product management collaboration leadership and management linux data analysis mergers  acquisitions beginner
Deep Learning,https://www.coursera.org/specializations/deep-learning,"Deep Learning Specialization by DeepLearning.AI, by 4.8 stars, by 142K reviews, provide skills Machine Learning, Deep Learning, Artificial Neural Networks etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.8,"Machine Learning, Deep Learning, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Machine Learning Software, Network Model, Algorithms, Computer Programming, Computer Vision, Natural Language Processing, Tensorflow, Human Learning, Exploratory Data Analysis, Organizational Development, Process Analysis, Strategy, Mathematics, Mathematical Theory & Analysis, Linear Algebra, Regression, Calculus",deep learning machine learning deep learning artificial neural networks machine learning algorithms applied machine learning python programming machine learning software network model algorithms computer programming computer vision natural language processing tensorflow human learning exploratory data analysis organizational development process analysis strategy mathematics mathematical theory  analysis linear algebra regression calculus intermediate
AI Foundations for Everyone,https://www.coursera.org/specializations/ai-foundations-for-everyone,"AI Foundations for Everyone Specialization by IBM, by 4.7 stars, by 14K reviews, provide skills Human Learning, Machine Learning, Artificial Neural Networks etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Human Learning, Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning Algorithms, Human Computer Interaction, Natural Language Processing, Algorithms, Applied Machine Learning, Cloud Computing, Computer Vision, IBM Cloud, Machine Learning Software, Critical Thinking, Interactive Data Visualization, Computer Programming, Data Science",ai foundations for everyone human learning machine learning artificial neural networks deep learning machine learning algorithms human computer interaction natural language processing algorithms applied machine learning cloud computing computer vision ibm cloud machine learning software critical thinking interactive data visualization computer programming data science beginner
Prompt Engineering,https://www.coursera.org/specializations/prompt-engineering,"Prompt Engineering new Specialization by Vanderbilt University, by 4.8 stars, by 2.5K reviews, provide skills Creativity, Data Analysis, Problem Solving etc... Beginner level 1 - 3 Months",Beginner,Paid,4.8,"Creativity, Data Analysis, Problem Solving, Writing",prompt engineering creativity data analysis problem solving writing beginner
Google Advanced Data Analytics,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,"Google Advanced Data Analytics Professional Certificate by Google, by 4.7 stars, by 2.9K reviews, provide skills Communication, Computer Programming, Data Analysis etc... Advanced level 3 - 6 Months",Advanced,Paid,4.7,"Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression, Statistical Analysis, Tableau Software",google advanced data analytics communication computer programming data analysis data visualization exploratory data analysis general statistics machine learning planning probability distribution project management python programming regression statistical analysis tableau software advanced
Cloud Application Development Foundations,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,"Cloud Application Development Foundations Specialization by IBM, by 4.6 stars, by 7.1K reviews, provide skills Cloud Computing, Cloud Applications, IBM Cloud etc... Beginner level 3 - 6 Months",Beginner,Paid,4.6,"Cloud Computing, Cloud Applications, IBM Cloud, Javascript, Cloud Infrastructure, Cloud Platforms, DevOps, Cloud Management, Computer Programming, Web Development, Cloud API, Cloud Storage, Continuous Integration, Software As A Service, Continuous Delivery, NoSQL, Computer Science, Front-End Web Development, React (web framework)",cloud application development foundations cloud computing cloud applications ibm cloud javascript cloud infrastructure cloud platforms devops cloud management computer programming web development cloud api cloud storage continuous integration software as a service continuous delivery nosql computer science front-end web development react (web framework) beginner
IBM Business Intelligence (BI) Analyst,https://www.coursera.org/professional-certificates/bi-analyst,"IBM Business Intelligence (BI) Analyst new Professional Certificate by SkillUp EdTech, IBM, by 4.7 stars, by 10K reviews, provide skills Data Management, Data Visualization, Databases etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Data Management, Data Visualization, Databases, SQL, Database Administration, Database Application, Database Design, Microsoft Excel, Data Structures, Python Programming, Data Analysis, Data Architecture, Database Theory, Spreadsheet Software, Computer Programming, Data Model, Data Warehousing, General Statistics, Mathematical Theory & Analysis, Plot (Graphics), Basic Descriptive Statistics, Data Analysis Software, NoSQL, PostgreSQL, Probability & Statistics, Statistical Analysis, Statistical Tests, Statistical Visualization, Business Analysis, Data Visualization Software, Probability Distribution, Data Mining, Data Science, Interactive Data Visualization, R Programming, Tableau Software, Business Intelligence, Forecasting",ibm business intelligence (bi) analyst data management data visualization databases sql database administration database application database design microsoft excel data structures python programming data analysis data architecture database theory spreadsheet software computer programming data model data warehousing general statistics mathematical theory  analysis plot (graphics) basic descriptive statistics data analysis software nosql postgresql probability  statistics statistical analysis statistical tests statistical visualization business analysis data visualization software probability distribution data mining data science interactive data visualization r programming tableau software business intelligence forecasting beginner
IBM and ISC2 Cybersecurity Specialist,https://www.coursera.org/professional-certificates/ibm-isc2-cybersecurity-specialist,"IBM and ISC2 Cybersecurity Specialist new Professional Certificate by ISC2, IBM, by 4.7 stars, by 8.6K reviews, provide skills Computer Security Incident Management, Risk Management, Cloud Computing etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Computer Security Incident Management, Risk Management, Cloud Computing, System Security, Computer Networking, Cloud Storage, Operating Systems, Leadership and Management, Network Security, Cloud Platforms, Network Architecture, Networking Hardware, Cloud Applications, Cloud Infrastructure, Computer Programming, Cyberattacks, Databases, DevOps, Security Engineering, Cryptography, IBM Cloud, Software Engineering",ibm and isc2 cybersecurity specialist computer security incident management risk management cloud computing system security computer networking cloud storage operating systems leadership and management network security cloud platforms network architecture networking hardware cloud applications cloud infrastructure computer programming cyberattacks databases devops security engineering cryptography ibm cloud software engineering beginner
Generative AI with Large Language Models,https://www.coursera.org/learn/generative-ai-with-llms,"Generative AI with Large Language Models Course by DeepLearning.AI, Amazon Web Services, by 4.8 stars, by 1.9K reviews, provide skills Machine Learning, Natural Language Processing, Python Programming etc... Intermediate level 1 - 4 Weeks",Intermediate,Paid,4.8,"Machine Learning, Natural Language Processing, Python Programming",generative ai with large language models machine learning natural language processing python programming intermediate
"DevOps, Cloud, and Agile Foundations",https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,"DevOps, Cloud, and Agile Foundations Specialization by IBM, by 4.7 stars, by 8.6K reviews, provide skills DevOps, Cloud Computing, Software Engineering etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"DevOps, Cloud Computing, Software Engineering, Agile Software Development, Continuous Delivery, Continuous Integration, Scrum (Software Development), Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, IBM Cloud, Leadership and Management",devops cloud and agile foundations devops cloud computing software engineering agile software development continuous delivery continuous integration scrum (software development) cloud applications cloud infrastructure cloud platforms cloud storage ibm cloud leadership and management beginner
IBM IT Support,https://www.coursera.org/professional-certificates/ibm-technical-support,"IBM IT Support Professional Certificate by IBM, by 4.7 stars, by 7.4K reviews, provide skills Cloud Computing, Computer Networking, Cloud Storage etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Cloud Computing, Computer Networking, Cloud Storage, Customer Success, Operating Systems, Leadership and Management, System Security, Strategy and Operations, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Communication, Computer Programming, Cyberattacks, Customer Support, Databases, DevOps, Networking Hardware, Cryptography, IBM Cloud, Information Technology, Network Architecture, Network Security, Security Engineering, Software Engineering",ibm it support cloud computing computer networking cloud storage customer success operating systems leadership and management system security strategy and operations cloud applications cloud infrastructure cloud platforms communication computer programming cyberattacks customer support databases devops networking hardware cryptography ibm cloud information technology network architecture network security security engineering software engineering beginner
